Severity	Code	Description	Project	File	Line	Suppression State	Details
Error	C3083	'Logger': the symbol to the left of a '::' must be a type	atlas_dedicated_server	C:\GIT PROJECTS\EVEOFFLINE\cpp_server\src\ui\server_console.cpp	272		
Error	C2039	'instance': is not a member of 'atlas::utils'	atlas_dedicated_server	C:\GIT PROJECTS\EVEOFFLINE\cpp_server\src\ui\server_console.cpp	272		
Error	C3861	'instance': identifier not found	atlas_dedicated_server	C:\GIT PROJECTS\EVEOFFLINE\cpp_server\src\ui\server_console.cpp	272		
Error	C2039	'Logger': is not a member of 'atlas::utils'	atlas_dedicated_server	C:\GIT PROJECTS\EVEOFFLINE\cpp_server\src\server.cpp	278		
Error	C3083	'Logger': the symbol to the left of a '::' must be a type	atlas_dedicated_server	C:\GIT PROJECTS\EVEOFFLINE\cpp_server\src\server.cpp	278		
Error	C2039	'instance': is not a member of 'atlas::utils'	atlas_dedicated_server	C:\GIT PROJECTS\EVEOFFLINE\cpp_server\src\server.cpp	278		
Error	C3861	'instance': identifier not found	atlas_dedicated_server	C:\GIT PROJECTS\EVEOFFLINE\cpp_server\src\server.cpp	278		
Error	C2039	'ProtocolHandler': is not a member of 'atlas::network'	atlas_dedicated_server	C:\GIT PROJECTS\EVEOFFLINE\cpp_server\include\game_session.h	283		
Error	C2039	'ProtocolHandler': is not a member of 'atlas::network'	atlas_dedicated_server	C:\GIT PROJECTS\EVEOFFLINE\cpp_server\include\game_session.h	283		
Error	C2039	'ProtocolHandler': is not a member of 'atlas::network'	atlas_dedicated_server	C:\GIT PROJECTS\EVEOFFLINE\cpp_server\include\game_session.h	283		
Error	C2039	'ProtocolHandler': is not a member of 'atlas::network'	atlas_dedicated_server	C:\GIT PROJECTS\EVEOFFLINE\cpp_server\include\game_session.h	283		
Error	C2653	'data': is not a class or namespace name	atlas_dedicated_server	C:\GIT PROJECTS\EVEOFFLINE\cpp_server\include\game_session.h	284		
Error	C3646	'ship_db_': unknown override specifier	atlas_dedicated_server	C:\GIT PROJECTS\EVEOFFLINE\cpp_server\include\game_session.h	284		
Error	C4430	missing type specifier - int assumed. Note: C++ does not support default-int	atlas_dedicated_server	C:\GIT PROJECTS\EVEOFFLINE\cpp_server\include\game_session.h	284		
Error	C2653	'data': is not a class or namespace name	atlas_dedicated_server	C:\GIT PROJECTS\EVEOFFLINE\cpp_server\include\game_session.h	284		
Error	C3646	'ship_db_': unknown override specifier	atlas_dedicated_server	C:\GIT PROJECTS\EVEOFFLINE\cpp_server\include\game_session.h	284		
Error	C4430	missing type specifier - int assumed. Note: C++ does not support default-int	atlas_dedicated_server	C:\GIT PROJECTS\EVEOFFLINE\cpp_server\include\game_session.h	284		
Error	C2653	'data': is not a class or namespace name	atlas_dedicated_server	C:\GIT PROJECTS\EVEOFFLINE\cpp_server\include\game_session.h	284		
Error	C3646	'ship_db_': unknown override specifier	atlas_dedicated_server	C:\GIT PROJECTS\EVEOFFLINE\cpp_server\include\game_session.h	284		
Error	C4430	missing type specifier - int assumed. Note: C++ does not support default-int	atlas_dedicated_server	C:\GIT PROJECTS\EVEOFFLINE\cpp_server\include\game_session.h	284		
Error	C2653	'data': is not a class or namespace name	atlas_dedicated_server	C:\GIT PROJECTS\EVEOFFLINE\cpp_server\include\game_session.h	284		
Error	C3646	'ship_db_': unknown override specifier	atlas_dedicated_server	C:\GIT PROJECTS\EVEOFFLINE\cpp_server\include\game_session.h	284		
Error	C4430	missing type specifier - int assumed. Note: C++ does not support default-int	atlas_dedicated_server	C:\GIT PROJECTS\EVEOFFLINE\cpp_server\include\game_session.h	284		
Error	C2589	'(': illegal token on right side of '::'	atlas_dedicated_server	C:\GIT PROJECTS\EVEOFFLINE\cpp_server\include\components\game_components.h	296		
Error	C2062	type 'unknown-type' unexpected	atlas_dedicated_server	C:\GIT PROJECTS\EVEOFFLINE\cpp_server\include\components\game_components.h	296		
Error	C2059	syntax error: ')'	atlas_dedicated_server	C:\GIT PROJECTS\EVEOFFLINE\cpp_server\include\components\game_components.h	296		
Error	C2653	'data': is not a class or namespace name	atlas_dedicated_server	C:\GIT PROJECTS\EVEOFFLINE\cpp_server\src\game_session.cpp	478		
Error	C4430	missing type specifier - int assumed. Note: C++ does not support default-int	atlas_dedicated_server	C:\GIT PROJECTS\EVEOFFLINE\cpp_server\src\game_session.cpp	478		
Error	C2143	syntax error: missing ';' before '*'	atlas_dedicated_server	C:\GIT PROJECTS\EVEOFFLINE\cpp_server\src\game_session.cpp	478		
Error	C2065	'tmpl': undeclared identifier	atlas_dedicated_server	C:\GIT PROJECTS\EVEOFFLINE\cpp_server\src\game_session.cpp	478		
Error	C2065	'ship_db_': undeclared identifier	atlas_dedicated_server	C:\GIT PROJECTS\EVEOFFLINE\cpp_server\src\game_session.cpp	478		
Error	C2065	'tmpl': undeclared identifier	atlas_dedicated_server	C:\GIT PROJECTS\EVEOFFLINE\cpp_server\src\game_session.cpp	489		
Error	C2065	'tmpl': undeclared identifier	atlas_dedicated_server	C:\GIT PROJECTS\EVEOFFLINE\cpp_server\src\game_session.cpp	489		
Error	C2065	'tmpl': undeclared identifier	atlas_dedicated_server	C:\GIT PROJECTS\EVEOFFLINE\cpp_server\src\game_session.cpp	494		
Error	C2065	'tmpl': undeclared identifier	atlas_dedicated_server	C:\GIT PROJECTS\EVEOFFLINE\cpp_server\src\game_session.cpp	494		
Error	C2065	'tmpl': undeclared identifier	atlas_dedicated_server	C:\GIT PROJECTS\EVEOFFLINE\cpp_server\src\game_session.cpp	495		
Error	C2065	'tmpl': undeclared identifier	atlas_dedicated_server	C:\GIT PROJECTS\EVEOFFLINE\cpp_server\src\game_session.cpp	495		
Error	C2065	'tmpl': undeclared identifier	atlas_dedicated_server	C:\GIT PROJECTS\EVEOFFLINE\cpp_server\src\game_session.cpp	496		
Error	C2065	'tmpl': undeclared identifier	atlas_dedicated_server	C:\GIT PROJECTS\EVEOFFLINE\cpp_server\src\game_session.cpp	496		
Error	C2065	'tmpl': undeclared identifier	atlas_dedicated_server	C:\GIT PROJECTS\EVEOFFLINE\cpp_server\src\game_session.cpp	497		
Error	C2065	'tmpl': undeclared identifier	atlas_dedicated_server	C:\GIT PROJECTS\EVEOFFLINE\cpp_server\src\game_session.cpp	497		
Error	C2065	'tmpl': undeclared identifier	atlas_dedicated_server	C:\GIT PROJECTS\EVEOFFLINE\cpp_server\src\game_session.cpp	497		
Error	C2065	'tmpl': undeclared identifier	atlas_dedicated_server	C:\GIT PROJECTS\EVEOFFLINE\cpp_server\src\game_session.cpp	498		
Error	C2065	'tmpl': undeclared identifier	atlas_dedicated_server	C:\GIT PROJECTS\EVEOFFLINE\cpp_server\src\game_session.cpp	499		
Error	C2065	'tmpl': undeclared identifier	atlas_dedicated_server	C:\GIT PROJECTS\EVEOFFLINE\cpp_server\src\game_session.cpp	500		
Error	C2065	'tmpl': undeclared identifier	atlas_dedicated_server	C:\GIT PROJECTS\EVEOFFLINE\cpp_server\src\game_session.cpp	501		
Error	C2065	'tmpl': undeclared identifier	atlas_dedicated_server	C:\GIT PROJECTS\EVEOFFLINE\cpp_server\src\game_session.cpp	502		
Error	C2065	'tmpl': undeclared identifier	atlas_dedicated_server	C:\GIT PROJECTS\EVEOFFLINE\cpp_server\src\game_session.cpp	503		
Error	C2065	'tmpl': undeclared identifier	atlas_dedicated_server	C:\GIT PROJECTS\EVEOFFLINE\cpp_server\src\game_session.cpp	504		
Error	C2065	'tmpl': undeclared identifier	atlas_dedicated_server	C:\GIT PROJECTS\EVEOFFLINE\cpp_server\src\game_session.cpp	505		
Error	C2065	'tmpl': undeclared identifier	atlas_dedicated_server	C:\GIT PROJECTS\EVEOFFLINE\cpp_server\src\game_session.cpp	506		
Error	C2065	'tmpl': undeclared identifier	atlas_dedicated_server	C:\GIT PROJECTS\EVEOFFLINE\cpp_server\src\game_session.cpp	507		
Error	C2065	'tmpl': undeclared identifier	atlas_dedicated_server	C:\GIT PROJECTS\EVEOFFLINE\cpp_server\src\game_session.cpp	508		
Error	C2065	'tmpl': undeclared identifier	atlas_dedicated_server	C:\GIT PROJECTS\EVEOFFLINE\cpp_server\src\game_session.cpp	509		
Error	C2065	'tmpl': undeclared identifier	atlas_dedicated_server	C:\GIT PROJECTS\EVEOFFLINE\cpp_server\src\game_session.cpp	510		
Error	C2065	'tmpl': undeclared identifier	atlas_dedicated_server	C:\GIT PROJECTS\EVEOFFLINE\cpp_server\src\game_session.cpp	516		
Error	C2065	'tmpl': undeclared identifier	atlas_dedicated_server	C:\GIT PROJECTS\EVEOFFLINE\cpp_server\src\game_session.cpp	516		
Error	C2065	'tmpl': undeclared identifier	atlas_dedicated_server	C:\GIT PROJECTS\EVEOFFLINE\cpp_server\src\game_session.cpp	517		
Error	C2065	'tmpl': undeclared identifier	atlas_dedicated_server	C:\GIT PROJECTS\EVEOFFLINE\cpp_server\src\game_session.cpp	517		
Error	C2065	'tmpl': undeclared identifier	atlas_dedicated_server	C:\GIT PROJECTS\EVEOFFLINE\cpp_server\src\game_session.cpp	518		
Error	C2065	'tmpl': undeclared identifier	atlas_dedicated_server	C:\GIT PROJECTS\EVEOFFLINE\cpp_server\src\game_session.cpp	518		
Error	C2065	'tmpl': undeclared identifier	atlas_dedicated_server	C:\GIT PROJECTS\EVEOFFLINE\cpp_server\src\game_session.cpp	519		
Error	C2065	'tmpl': undeclared identifier	atlas_dedicated_server	C:\GIT PROJECTS\EVEOFFLINE\cpp_server\src\game_session.cpp	519		
Error	C2065	'tmpl': undeclared identifier	atlas_dedicated_server	C:\GIT PROJECTS\EVEOFFLINE\cpp_server\src\game_session.cpp	520		
Error	C2065	'tmpl': undeclared identifier	atlas_dedicated_server	C:\GIT PROJECTS\EVEOFFLINE\cpp_server\src\game_session.cpp	520		
Error	C2065	'tmpl': undeclared identifier	atlas_dedicated_server	C:\GIT PROJECTS\EVEOFFLINE\cpp_server\src\game_session.cpp	521		
Error	C2065	'tmpl': undeclared identifier	atlas_dedicated_server	C:\GIT PROJECTS\EVEOFFLINE\cpp_server\src\game_session.cpp	521		
Error	C2065	'tmpl': undeclared identifier	atlas_dedicated_server	C:\GIT PROJECTS\EVEOFFLINE\cpp_server\src\game_session.cpp	522		
Error	C2065	'tmpl': undeclared identifier	atlas_dedicated_server	C:\GIT PROJECTS\EVEOFFLINE\cpp_server\src\game_session.cpp	522		
Error	C2065	'tmpl': undeclared identifier	atlas_dedicated_server	C:\GIT PROJECTS\EVEOFFLINE\cpp_server\src\game_session.cpp	523		
Error	C2065	'tmpl': undeclared identifier	atlas_dedicated_server	C:\GIT PROJECTS\EVEOFFLINE\cpp_server\src\game_session.cpp	523		
Error	C2065	'tmpl': undeclared identifier	atlas_dedicated_server	C:\GIT PROJECTS\EVEOFFLINE\cpp_server\src\game_session.cpp	524		
Error	C2065	'tmpl': undeclared identifier	atlas_dedicated_server	C:\GIT PROJECTS\EVEOFFLINE\cpp_server\src\game_session.cpp	524		
Error	C2065	'tmpl': undeclared identifier	atlas_dedicated_server	C:\GIT PROJECTS\EVEOFFLINE\cpp_server\src\game_session.cpp	525		
Error	C2065	'tmpl': undeclared identifier	atlas_dedicated_server	C:\GIT PROJECTS\EVEOFFLINE\cpp_server\src\game_session.cpp	525		
Error	C2065	'tmpl': undeclared identifier	atlas_dedicated_server	C:\GIT PROJECTS\EVEOFFLINE\cpp_server\src\game_session.cpp	539		
Error	C2065	'tmpl': undeclared identifier	atlas_dedicated_server	C:\GIT PROJECTS\EVEOFFLINE\cpp_server\src\game_session.cpp	539		
Error	C2065	'tmpl': undeclared identifier	atlas_dedicated_server	C:\GIT PROJECTS\EVEOFFLINE\cpp_server\src\game_session.cpp	559		
Error	C2065	'tmpl': undeclared identifier	atlas_dedicated_server	C:\GIT PROJECTS\EVEOFFLINE\cpp_server\src\game_session.cpp	559		
Error	C2065	'tmpl': undeclared identifier	atlas_dedicated_server	C:\GIT PROJECTS\EVEOFFLINE\cpp_server\src\game_session.cpp	561		
Error	C2065	'tmpl': undeclared identifier	atlas_dedicated_server	C:\GIT PROJECTS\EVEOFFLINE\cpp_server\src\game_session.cpp	561		
Error	C2065	'tmpl': undeclared identifier	atlas_dedicated_server	C:\GIT PROJECTS\EVEOFFLINE\cpp_server\src\game_session.cpp	561		
